4.742242e-01	4.448822e-01	6.867526e-01	6.366263e-01	5.525432e-01	9.388256e-01	
6.004587e-01	5.699150e-01	7.956660e-01	7.537465e-01	6.777163e-01	9.679025e-01	
6.340612e-01	6.050550e-01	8.129388e-01	7.752931e-01	7.060729e-01	9.688031e-01	
6.430060e-01	6.149310e-01	8.156781e-01	7.792571e-01	7.124969e-01	9.688310e-01	
6.453869e-01	6.177067e-01	8.161126e-01	7.799863e-01	7.139522e-01	9.688318e-01	
6.460207e-01	6.184868e-01	8.161815e-01	7.801204e-01	7.142818e-01	9.688319e-01	
6.461895e-01	6.187060e-01	8.161924e-01	7.801452e-01	7.143565e-01	9.688319e-01	
6.462343e-01	6.187676e-01	8.161941e-01	7.801496e-01	7.143734e-01	9.688319e-01	
6.462464e-01	6.187850e-01	8.161944e-01	7.801505e-01	7.143773e-01	9.688319e-01	
6.462495e-01	6.187897e-01	8.161944e-01	7.801506e-01	7.143781e-01	9.688318e-01	
6.462504e-01	6.187912e-01	8.161945e-01	7.801507e-01	7.143784e-01	9.688319e-01	
6.462506e-01	6.187916e-01	8.161945e-01	7.801507e-01	7.143784e-01	9.688319e-01	
6.462507e-01	6.187917e-01	8.161945e-01	7.801507e-01	7.143784e-01	9.688319e-01	
6.462507e-01	6.187917e-01	8.161945e-01	7.801507e-01	7.143784e-01	9.688319e-01	
6.462506e-01	6.187916e-01	8.161944e-01	7.801507e-01	7.143784e-01	9.688318e-01	
6.462506e-01	6.187916e-01	8.161944e-01	7.801507e-01	7.143783e-01	9.688318e-01	
6.462507e-01	6.187918e-01	8.161945e-01	7.801508e-01	7.143785e-01	9.688319e-01	
6.462506e-01	6.187916e-01	8.161944e-01	7.801507e-01	7.143784e-01	9.688318e-01	
6.462506e-01	6.187916e-01	8.161944e-01	7.801507e-01	7.143783e-01	9.688318e-01	
6.462508e-01	6.187918e-01	8.161945e-01	7.801508e-01	7.143785e-01	9.688319e-01	
6.462506e-01	6.187916e-01	8.161944e-01	7.801507e-01	7.143784e-01	9.688318e-01	
6.462508e-01	6.187918e-01	8.161945e-01	7.801508e-01	7.143785e-01	9.688319e-01	
6.462506e-01	6.187917e-01	8.161944e-01	7.801507e-01	7.143784e-01	9.688318e-01	
6.462506e-01	6.187916e-01	8.161944e-01	7.801507e-01	7.143784e-01	9.688318e-01	
6.462508e-01	6.187918e-01	8.161945e-01	7.801508e-01	7.143785e-01	9.688319e-01	
6.462506e-01	6.187916e-01	8.161944e-01	7.801507e-01	7.143784e-01	9.688318e-01	
6.462508e-01	6.187918e-01	8.161945e-01	7.801508e-01	7.143785e-01	9.688319e-01	
6.462504e-01	6.187915e-01	8.161943e-01	7.801505e-01	7.143782e-01	9.688318e-01	
6.462507e-01	6.187918e-01	8.161945e-01	7.801508e-01	7.143785e-01	9.688319e-01	
6.462508e-01	6.187918e-01	8.161945e-01	7.801508e-01	7.143785e-01	9.688319e-01	
6.188400e-01	5.910810e-01	7.955692e-01	7.572815e-01	6.885916e-01	9.640507e-01	
5.333647e-01	5.045223e-01	7.320498e-01	6.866432e-01	6.085471e-01	9.495451e-01	
4.835206e-01	4.541667e-01	6.943544e-01	6.448976e-01	5.615700e-01	9.407513e-01	
4.742335e-01	4.448915e-01	6.867605e-01	6.366349e-01	5.525523e-01	9.388278e-01	
4.742242e-01	4.448822e-01	6.867526e-01	6.366263e-01	5.525432e-01	9.388256e-01	
4.742242e-01	4.448822e-01	6.867526e-01	6.366263e-01	5.525432e-01	9.388256e-01	
