5.286145e+01	6.038164e+01	2.131512e+01	1.994483e-03	7.273711e+01	5.300325e+01	
4.609941e+01	5.270908e+01	1.756246e+01	2.119937e+00	6.317651e+01	4.630543e+01	
4.137904e+01	4.711429e+01	1.506812e+01	4.804365e+00	5.601008e+01	4.100665e+01	
3.789845e+01	4.270493e+01	1.345405e+01	7.524304e+00	5.029538e+01	3.659826e+01	
3.519605e+01	3.904654e+01	1.236515e+01	1.008157e+01	4.555382e+01	3.291533e+01	
3.299886e+01	3.591804e+01	1.159301e+01	1.241105e+01	4.154787e+01	2.987074e+01	
3.116008e+01	3.321333e+01	1.102301e+01	1.449523e+01	3.814457e+01	2.736835e+01	
2.956283e+01	3.085822e+01	1.059906e+01	1.634943e+01	3.524993e+01	2.533014e+01	
2.816782e+01	2.880814e+01	1.024971e+01	1.800200e+01	3.279469e+01	2.368398e+01	
2.693281e+01	2.703411e+01	9.993232e+00	1.945057e+01	3.071777e+01	2.235565e+01	
2.583535e+01	2.550078e+01	9.777336e+00	2.073018e+01	2.896874e+01	2.129138e+01	
2.485869e+01	2.418218e+01	9.598660e+00	2.185979e+01	2.750060e+01	2.043660e+01	
2.399112e+01	2.305387e+01	9.461373e+00	2.285765e+01	2.627060e+01	1.974697e+01	
2.321853e+01	2.209019e+01	9.343067e+00	2.373736e+01	2.524256e+01	1.919271e+01	
2.253546e+01	2.126956e+01	9.245427e+00	2.451302e+01	2.438455e+01	1.874631e+01	
2.192803e+01	2.057333e+01	9.159023e+00	2.519572e+01	2.366748e+01	1.838428e+01	
2.139032e+01	1.998029e+01	9.087487e+00	2.576598e+01	2.306974e+01	1.809108e+01	
2.091516e+01	1.948064e+01	9.030723e+00	2.631006e+01	2.257197e+01	1.785606e+01	
2.049349e+01	1.905850e+01	8.976665e+00	2.675261e+01	2.215651e+01	1.766045e+01	
2.012424e+01	1.870202e+01	8.932384e+00	2.714886e+01	2.181000e+01	1.750018e+01	
1.979886e+01	1.840147e+01	8.899067e+00	2.753735e+01	2.152072e+01	1.737142e+01	
1.951078e+01	1.814739e+01	8.864107e+00	2.783937e+01	2.127911e+01	1.726141e+01	
1.925859e+01	1.793414e+01	8.840245e+00	2.814662e+01	2.107725e+01	1.717327e+01	
1.903662e+01	1.775450e+01	8.817690e+00	2.841310e+01	2.090829e+01	1.709941e+01	
1.883905e+01	1.760135e+01	8.793551e+00	2.860944e+01	2.077077e+01	1.703433e+01	
1.866725e+01	1.747427e+01	8.777273e+00	2.882590e+01	2.065081e+01	1.698288e+01	
1.851629e+01	1.736716e+01	8.762588e+00	2.901304e+01	2.055015e+01	1.693921e+01	
1.838231e+01	1.727686e+01	8.749792e+00	2.917613e+01	2.046552e+01	1.690212e+01	
1.826501e+01	1.720212e+01	8.736584e+00	2.928200e+01	2.039826e+01	1.686759e+01	
1.816188e+01	1.713854e+01	8.726461e+00	2.938312e+01	2.034102e+01	1.683857e+01	
1.868305e+01	1.768741e+01	8.984190e+00	3.051277e+01	2.102172e+01	1.742895e+01	
2.144317e+01	2.059994e+01	1.020387e+01	3.521843e+01	2.471950e+01	2.056475e+01	
2.604138e+01	2.612570e+01	1.277494e+01	4.255457e+01	3.264972e+01	2.720079e+01	
3.341808e+01	3.733279e+01	1.890471e+01	5.186309e+01	5.394969e+01	4.308304e+01	
3.903149e+01	5.224666e+01	2.130855e+01	4.272282e+01	7.233401e+01	5.340198e+01	
4.553080e+01	5.961427e+01	2.130077e+01	2.061777e+01	7.273874e+01	5.304061e+01	
